시가,고가,저가,종가,거래량,거래대금,등락률
8120,9690,8050,9240,442329,3911496450,13.93
2930,2950,2900,2910,612243,1788812920,0.0
679,685,672,679,132584,89633790,0.0
2715,2715,2605,2680,24525,65030485,-0.37
3190,3260,3180,3260,44047,140834200,2.52
5800,5920,5680,5810,118657,688436700,0.87
1150,1160,1135,1150,507097,582370710,1.77
1380,1390,1355,1380,372423,509527480,0.0
12000,12700,11850,12100,34845,426226750,1.26
6100,6100,5970,6010,10872,65334990,0.17
5210,5800,5210,5380,9253211,51214090110,3.26
12700,12950,12550,12950,23627,302622050,1.97
10450,10550,10100,10250,287903,2946757600,-1.44
8630,8830,7970,7980,4086399,34229972800,-3.27
2185,2220,2165,2170,62455,136614460,-0.23
66900,67800,65700,67500,86589,5805819000,1.81
59100,59600,58400,59200,412621,24403108800,0.68
1430,1435,1360,1405,569559,794260570,-2.43
4375,4485,4240,4405,3585898,15683742630,1.5
6960,6960,6800,6850,16130,110540710,0.29
7760,7760,7570,7600,139611,1064459980,-0.65
1645,1645,1585,1590,713373,1145445045,-2.45
20150,20550,20000,20050,406,8181750,-0.74
1830,1830,1715,1745,836109,1468980770,-1.97
1980,2025,1980,2000,85268,170234480,0.5
492,494,488,488,293797,143907397,-0.41
2780,2905,2760,2880,73756,209808855,3.6
4150,4160,4050,4110,435908,1790556495,-0.6
237000,237400,229900,232000,13910,3237571500,-1.02
26050,26100,25500,25650,14789,380201100,-1.54
17800,17800,16600,17100,1273293,21765386900,-5.26
1290,1300,1255,1280,82659,105033765,-0.39
3705,3710,3645,3675,167998,617150255,0.14
11700,14550,11500,14550,672435,9320084850,29.91
9990,10200,9950,10000,211088,2120821720,0.4
23700,26050,23100,23700,473879,11595789500,3.95
15900,16650,15450,16050,27366,438237600,0.94
5550,6010,5540,5560,273298,1584427610,0.72
33900,33950,33750,33950,1313,44488650,0.44
0,0,0,11600,0,0,0.0
1910,1910,1850,1865,405611,759354445,-2.36
0,0,0,829,0,0,0.0
13700,14100,13400,13650,120090,1644374250,-1.09
221,234,218,225,14576493,3269210348,2.27
5580,5630,5440,5580,22810,126462230,0.0
4860,4870,4760,4790,12870,61800155,-0.62
80400,80900,78300,78800,255089,20150482000,-1.62
1245,1250,1200,1245,3439210,4227573865,1.63
4860,4905,4855,4870,69729,340091655,0.52
13000,13000,12700,12800,15804,202334750,-0.39
4560,4625,4520,4600,35186,161189080,2.0
1150,1160,1125,1145,266676,303714515,0.0
3050,3115,2985,3085,137270,421160970,1.98
2735,2860,2710,2770,2753086,7650709100,2.4
0,0,0,889,0,0,0.0
1140,1140,1090,1105,120657,134524720,0.0
604,615,599,608,194113,117835793,1.5
5400,5410,5210,5210,114290,602932850,-2.8
2030,2030,2010,2015,68072,137392160,-0.74
11850,12950,11600,11950,604759,7289145000,-3.63
6940,6940,6760,6900,861777,5905728780,0.29
8270,8310,8160,8160,99221,815555590,-0.97
7780,8140,7620,8010,1019621,8028715140,3.09
5520,5790,5520,5730,53980,306868520,3.8
3730,3830,3615,3775,210414,788479035,1.75
2045,2070,2045,2060,2731,5624945,0.98
2040,2045,2035,2035,4204,8558740,0.0
2015,2030,2015,2025,3122,6314925,0.5
5130,5240,5100,5180,203829,1053570890,1.77
8640,8750,8550,8730,56242,485999000,1.16
2880,2885,2850,2875,52588,150844425,-0.17
9340,9390,8990,9020,71597,653362620,-2.38
2040,2050,2040,2050,1881,3844645,0.0
2030,2030,2010,2030,4163,8441255,0.0
2045,2045,2020,2035,2298,4647750,-0.49
2020,2020,2010,2020,1740,3499010,0.0
3295,3295,3205,3250,258024,835208910,0.0
4505,4520,4460,4480,39903,179063225,-0.44
42900,43900,42600,43350,23192,1001885950,1.52
2635,2635,2550,2580,1514006,3905078020,-0.77
31300,31300,30400,30650,237636,7292466600,-0.49
3280,3280,3190,3240,113133,363937420,0.62
13050,13250,12900,12900,104379,1359301350,-1.53
9900,9900,9180,9270,169202,1617483060,1.42
15900,16050,15650,15900,100106,1584828900,0.0
840,840,827,832,78839,65448866,0.24
676,696,666,666,916882,619985853,-1.91
1815,2250,1795,2005,27546327,56780867705,11.7
1730,1745,1725,1735,33851,58637905,0.29
30800,31150,30300,30650,36616,1119404600,-0.49
12850,13450,12800,13400,30341,401097450,4.69
5850,6530,5760,6010,4408527,27188496870,3.26
578,624,578,615,710332,431711394,6.4
10100,10200,9990,10050,428778,4323346300,0.0
30000,30050,28400,28400,50334,1451713950,-4.7
12000,12000,11850,12000,2628,31326500,0.0
4115,4215,4090,4210,83027,343581585,2.43
8880,9450,8820,8900,2283254,20791336960,7.49
1165,1185,1155,1170,192837,224398915,0.86
509,656,508,656,3607738,2316342314,29.9
1385,1390,1360,1370,276723,379422330,-0.72
4220,4275,4175,4180,12551,53004540,-1.07
15350,15350,14200,14200,57949,848475500,-7.19
28050,28500,27900,28050,466384,13153032625,0.18
215,215,209,210,3700555,780639449,-2.33
7020,7020,6960,6990,8646,60384790,0.14
6280,6300,6130,6180,48574,300780150,-1.44
5870,5870,5610,5720,49903,286219160,-0.69
3600,3645,3535,3610,987806,3550719540,1.26
19050,19150,18600,18900,53947,1016145400,-0.79
6800,6830,6600,6600,509701,3395002040,-2.22
0,0,0,275,0,0,0.0
12850,13250,12800,13100,184858,2409538550,3.15
13350,13400,13100,13250,12772,169215900,-0.38
26450,26500,25700,25900,53477,1388168750,-2.08
1900,1910,1880,1895,170273,322884930,-0.26
20100,20150,19650,20100,49961,991930450,0.0
13700,13750,13450,13600,95987,1305207750,-0.37
15200,15250,14900,15050,64833,976433850,0.0
11350,11500,11000,11050,469698,5293629650,-0.9
2955,3170,2830,2910,8264407,25044122820,0.69
10750,10850,10450,10600,95391,1015025550,-0.93
3825,3840,3745,3800,12902,48779410,0.53
3840,3850,3745,3770,85966,324908470,-1.82
11300,11550,10750,10950,278290,3074713850,-2.67
1845,1845,1790,1810,58168,105331585,-0.55
3490,3495,3410,3465,30860,106299895,0.0
5510,5570,4100,4265,5435385,24996135230,-22.6
22500,22600,22100,22250,15855,355237950,-1.11
12750,12750,12450,12600,5028,62992700,-0.79
4765,4820,4650,4795,71617,339435865,0.63
2255,2310,2190,2195,1478525,3327275845,-2.44
33450,34650,33150,34250,15175,511138550,2.54
4440,4440,4330,4370,76045,332609350,0.46
19050,19350,18800,19050,25605,487618600,0.79
9110,9110,8900,9110,13605,122890800,0.0
6960,6960,6750,6810,94962,647871120,-1.3
2600,2600,2520,2540,55109,139775240,-2.31
7330,7590,7000,7590,349050,2553286490,5.42
650,653,640,650,452337,291732003,0.31
3050,3075,3035,3035,8743,26666300,-0.33
5110,5110,4980,5020,10052,50877040,-1.18
425,428,420,426,205259,87075157,0.95
1360,1365,1335,1345,62545,84335330,-0.37
1925,2000,1885,1980,102764,197795925,2.86
3130,3130,3020,3050,282329,865880860,-1.77
5880,6000,5770,5810,47979,280529820,-2.02
7340,7790,7340,7780,79903,608805710,5.71
7140,7180,6850,7010,15604,109812280,-1.96
2765,2785,2665,2685,312884,842288965,-2.36
2620,2635,2565,2600,48974,127018775,0.58
8190,8540,8190,8470,358735,3010820370,3.42
0,0,0,2085,0,0,0.0
4105,4110,3980,4010,446287,1801303120,0.75
8450,8490,8330,8330,19150,160654130,-1.42
28250,28500,27650,28100,9630,270806300,-0.53
13450,14200,12850,13450,134886,1818723450,0.75
2580,2685,2540,2550,1655913,4339417290,1.19
2010,2020,1965,2000,49260,97927910,-0.5
2570,2615,2565,2580,439343,1140009745,0.39
8850,8860,8350,8580,111824,963779490,-2.94
22100,22800,22050,22650,18274,410237950,3.42
77900,78900,77100,78400,145803,11390594000,1.55
9460,9460,9200,9350,35601,329778840,-1.16
68400,68400,67500,67800,115368,7830496600,-0.29
15150,15150,14700,14850,9800,145393550,-1.0
1630,1760,1580,1580,2265806,3786985530,-2.17
6540,6550,6480,6500,14674,95449740,-0.15
13900,14450,13600,13900,264008,3434839278,0.36
4315,4315,4250,4275,102830,439371300,-0.7
14050,14050,13350,13450,141427,1925824300,-2.89
3180,3375,3145,3290,597792,1940744020,3.79
5400,5450,5350,5400,376600,2032882260,0.0
9950,10100,9890,10100,19489,194449010,1.1
7280,7280,7030,7190,146798,1052275950,0.56
35300,36000,35150,35750,299592,10687706850,2.44
4585,4585,4385,4480,131061,583790625,-1.32
1900,1905,1850,1895,95805,179362365,0.26
1260,1285,1180,1235,924492,1125650660,-1.2
14150,14850,13900,14050,524527,7507512350,-1.4
8710,8870,8620,8820,40557,354824510,1.38
11950,12050,11600,11700,197087,2318575600,-1.68
7540,7600,7430,7550,2694,20230170,0.4
4405,4540,4285,4400,1125294,4990290350,0.57
4200,4200,4085,4180,42710,177412185,-0.71
2020,2415,2020,2250,870276,1983408590,12.5
3450,3625,3395,3450,295124,1030944820,2.07
8290,8380,8170,8290,35066,289430560,0.12
6200,6200,6030,6090,3119,18944850,-0.65
5500,5570,5340,5380,478932,2615883120,-0.92
1635,1635,1575,1590,104698,167132725,0.32
6240,6340,6150,6190,35289,219686250,0.0
13800,13950,13350,13550,51045,695230950,-1.09
8400,8480,8300,8360,9952,83524470,-0.83
32700,33300,32550,32950,57347,1887229950,0.76
14500,15350,14100,14900,912797,13536732000,4.93
8980,8980,8750,8850,49482,436468650,0.0
0,0,0,10900,0,0,0.0
8040,8150,7880,8020,11588,92127120,0.63
11150,11250,10900,11000,425778,4717402000,-0.9
16600,16650,15850,15950,227869,3670580500,-3.04
5480,5490,5310,5310,244192,1312243400,-3.1
1335,1350,1215,1270,1233553,1567278585,-4.51
0,0,0,739,0,0,0.0
1490,1570,1460,1465,603251,908066625,-1.35
21600,21650,20600,20600,221988,4660095000,-4.19
1945,1945,1915,1930,193955,373343985,-0.77
13350,13350,12500,12600,510459,6508430550,-6.32
527,560,498,499,7063678,3691158359,-3.29
0,0,0,2505,0,0,0.0
15950,15950,15700,15850,9225,145868350,0.0
28300,28500,27700,28150,185081,5205986350,-0.18
3450,3575,3325,3340,1564738,5431154640,-2.05
6370,6370,6140,6180,61273,380023970,-1.9
2730,2735,2675,2715,141690,382972300,0.0
2225,2230,2170,2195,101932,223381295,0.23
4050,4165,3685,3820,7534508,29607083825,0.0
38300,38350,37650,38050,59981,2282112400,-0.65
3000,3015,2875,2905,139663,407960400,-2.35
0,0,0,306,0,0,0.0
79600,80800,76300,77700,846490,66371637700,0.91
6110,6150,6030,6050,28712,174130200,-0.66
4125,4160,4035,4035,1366605,5593272535,0.25
16950,17150,16650,16900,34295,578165350,-0.88
3360,3530,3280,3460,263241,905242420,1.62
2015,2030,2015,2025,4592,9283635,0.25
967,977,967,972,56587,55077432,0.0
8160,8170,8110,8130,567,4623700,-0.37
7400,7400,7290,7350,12036,88123710,0.41
4120,4165,4060,4060,55533,227536215,-1.1
12600,12650,12350,12400,107374,1340346950,-1.2
2505,2525,2440,2505,75776,187454835,0.2
13200,14300,12850,13800,828203,11269768000,2.22
81600,86000,81100,85700,214067,17980362900,5.54
2470,2470,2440,2460,45831,112515315,0.41
22050,22450,21500,21650,128596,2828627900,0.23
8500,8630,8220,8290,166641,1400111470,-0.84
18950,19150,18100,18150,1069500,19738871000,-4.22
932,934,923,934,41586,38691116,0.21
2175,2175,2130,2150,46505,99887395,-0.46
402,404,385,389,992044,388898273,-2.51
13600,13600,13250,13400,69156,925649300,-0.74
454,454,442,450,144828,64796052,0.22
21250,21850,20700,21750,512047,10940800050,1.64
6790,6790,6560,6670,19940,132244580,-0.74
464,467,443,466,698058,322583101,0.65
35100,35500,35000,35050,490,17175400,0.0
6790,6890,6550,6790,666601,4466763570,0.3
24500,24650,24200,24600,31069,758383350,0.61
3520,3540,3450,3465,48863,170494770,0.0
8100,8100,7980,8050,10669,85609210,0.25
4060,4135,3990,4040,40792,165482160,-0.74
18150,18350,18000,18150,1371,24846450,0.0
2010,2010,2010,2010,418,840180,0.0
2020,2020,2005,2020,1927,3873160,0.25
9390,9500,9200,9200,44883,417741950,-1.08
2160,2250,2140,2195,347251,765854810,1.62
7310,7320,7160,7240,26608,191988220,-0.41
9280,9280,8970,9070,32243,292861140,-1.09
9100,9200,9080,9160,13840,126549540,0.33
10450,10700,10350,10450,38569,405716600,0.0
812,843,805,805,1370410,1120062350,-0.12
2730,2815,2730,2795,392123,1091045585,2.95
961,974,946,961,347121,332301601,0.1
2710,2710,2640,2640,23534,62432315,-2.22
11650,11850,11550,11700,115426,1350896400,1.3
288,292,285,291,1380661,397749145,1.39
16700,18500,16600,17950,350201,6245469350,8.13
11100,11150,10750,10950,40868,445896850,-0.9
31750,32000,30750,31800,480081,15131892800,-0.16
12950,12950,12700,12800,138204,1773219000,0.0
5020,5020,4935,4970,23016,114353845,-0.6
4125,4125,4020,4100,99521,404881400,1.61
117800,117900,115200,116000,280337,32645489000,-0.43
101000,101200,99100,100200,447353,44751412900,0.3
47550,47550,46600,47200,61460,2897216950,0.21
3020,3055,2985,2995,1035947,3120509525,-1.16
3205,3230,3175,3185,18056,57816455,-0.62
6810,6910,6730,6780,14745,100414660,-0.44
1540,1550,1490,1495,123427,186238030,-1.97
17000,17000,16450,16550,119351,1983808350,-2.65
5670,5750,5580,5720,12294,69898000,0.88
7340,7460,7250,7290,12368,90425650,0.28
1455,1505,1450,1480,190586,283151965,1.72
1990,1990,1895,1930,549242,1056381175,-3.02
12150,12200,12000,12100,130605,1578885850,0.41
3960,3965,3885,3915,77046,300869725,-0.89
3085,3090,2985,3000,31002,93267325,-2.28
9660,9720,9500,9720,19744,188831350,0.62
5830,5840,5780,5790,5747,33388390,-0.17
3550,3610,3550,3610,68284,244427885,1.12
6400,6500,6210,6250,725813,4630560330,-1.42
10600,10700,10500,10600,15221,161043750,0.47
728,740,719,736,72994,53031693,1.1
748,828,748,789,2709106,2158933069,5.2
1980,1980,1975,1980,14928,29516385,0.0
2300,2370,2300,2345,135970,317125470,1.08
0,0,0,2015,0,0,0.0
2065,2070,2065,2065,2538,5241790,0.0
2220,2220,2185,2205,84,185020,0.68
2010,2015,2005,2005,11862,23840420,-0.25
2005,2015,2005,2015,8128,16355835,0.25
8830,9100,8750,8900,11525,102037770,0.68
10850,11100,10400,10450,208645,2226113400,-4.13
13950,14350,13650,13700,199783,2792828300,-2.84
0,0,0,2205,0,0,0.0
1765,1780,1710,1775,393446,686119115,1.14
13100,13150,12800,13000,139640,1810613350,-0.38
59900,59900,58100,58400,92464,5430347800,-0.17
5810,5830,5660,5700,231452,1323638540,-2.23
716,727,710,719,358070,256815386,0.28
5420,5630,5350,5490,1258117,6916789860,2.62
2050,2095,2020,2040,56228,115216230,0.49
1840,1840,1810,1820,21456,39017130,-0.82
3685,3765,3640,3735,20973,77289805,1.49
6790,6850,6760,6830,4473,30422790,0.59
7290,7290,7110,7150,121333,868034800,-1.11
0,0,0,982,0,0,0.0
23400,23900,23150,23550,100602,2372200750,0.64
189000,189300,185800,188600,322265,60473251800,1.67
7870,8200,7850,8080,29537,236583100,2.67
7030,7060,6940,7010,8613,60317270,-0.14
12450,12500,12200,12200,40529,498408750,-1.61
1370,1425,1350,1355,7239728,10022276905,-1.81
10500,10550,10250,10350,18364,190202600,-0.96
8010,8010,7850,7910,280305,2218533010,-0.38
16600,16600,15950,16150,47863,776985800,-2.12
1010,1030,1005,1010,693110,704221715,-0.49
2865,2870,2825,2855,16399,46808935,0.0
10550,10950,10300,10650,201333,2141716200,1.43
6740,7140,6670,7000,360997,2505456830,4.48
4380,4480,4335,4400,125655,553659075,1.85
858,858,841,851,46570,39500189,0.24
11950,12000,11650,11700,142046,1670870000,-1.27
8410,8470,8290,8320,184236,1539070760,-1.42
4705,4780,4665,4730,58906,276784375,0.75
10450,11000,10450,10900,77835,841135700,4.31
422,428,418,422,100230,42222405,0.0
0,0,0,822,0,0,0.0
18550,18600,18200,18500,81615,1497956250,-0.8
9550,9790,9390,9400,13888,131913670,-1.57
2790,2790,2735,2750,3809,10539550,-0.54
1470,1540,1445,1475,1511111,2259148855,0.34
12250,12350,12050,12100,64967,791440750,-0.82
11800,12050,11650,11750,128793,1525279900,0.86
10500,10600,10150,10150,143876,1487380950,-3.33
1950,1970,1910,1935,23211,44704970,-0.77
1240,1240,1210,1220,84522,102821645,0.0
5900,5930,5600,5620,567205,3280110020,-2.26
7590,7680,7190,7560,24212,180175880,0.53
245,247,240,242,1994774,485642352,-0.82
3585,3585,3500,3520,62762,221270385,-1.12
5190,5230,5070,5070,371633,1905475580,-3.24
8150,8220,8070,8220,10290,84103520,1.11
14800,14800,14100,14150,48326,689232200,-2.41
5040,5080,4940,4965,940311,4705766205,-0.9
2395,2505,2385,2485,114578,280925855,4.19
1405,1405,1350,1350,29238,39924925,-1.82
16450,16450,15550,15650,413957,6605285900,-4.57
9870,9900,9780,9820,18748,184799070,0.0
5130,5140,5050,5130,30956,157912790,0.59
1730,1730,1675,1685,128658,217429690,-0.88
13200,13200,12950,13150,55544,724797750,-0.75
17550,18250,17100,18000,223347,3969181650,3.15
3245,3245,3175,3195,32143,102624650,-1.54
1465,1485,1460,1480,33585,49436455,1.37
135600,141200,133500,137800,439139,60290321600,3.61
5950,6140,5900,6030,140725,850612840,1.17
18850,18850,18300,18400,33528,620929450,-0.81
17600,17700,17250,17400,18084,315208950,-0.29
6180,6180,6010,6040,90204,547672130,-1.95
11500,11550,11250,11500,80762,923953450,0.44
8580,8620,8080,8150,548776,4577557680,-5.12
2835,2855,2780,2780,473292,1327150975,-1.42
9500,9820,9330,9490,2004206,19103651920,0.74
2515,2540,2485,2485,29463,73790030,-1.58
6900,7130,6660,6930,169094,1167627350,1.17
22300,22300,21400,21900,43630,949889050,0.0
1700,1700,1660,1665,314797,527979395,-1.77
6390,6520,6360,6400,16121,103277360,-0.47
3680,3745,3655,3700,49580,182554210,0.27
12900,12950,12500,12750,47711,607370050,-0.78
2755,2760,2600,2720,4031069,10839062670,-2.68
7160,7160,7040,7050,17712,125348450,-0.56
5220,5670,5220,5320,33130,180092780,1.92
6700,6700,6620,6670,29668,197029390,-0.45
3170,3235,3150,3165,107447,341322925,-0.16
2400,2400,2300,2350,64372,150668830,0.0
8870,9980,8820,9000,1372450,12892493780,1.12
5640,5700,5610,5610,15504,87597390,-0.88
19400,20100,19200,19700,108136,2127144400,3.68
14250,14650,14200,14350,47411,682948650,2.5
921,921,861,891,2785200,2475540384,-3.68
1370,1380,1335,1350,130372,176536050,-1.46
1380,1380,1340,1365,125622,169740530,0.37
6520,6580,6480,6530,34348,223453070,0.62
48550,49500,48050,48650,428241,20878232900,1.57
3040,3045,2980,3005,48333,144910635,-0.33
5680,5700,5610,5690,3333,18866760,0.35
1490,1525,1470,1495,4215060,6302594670,0.67
4120,4270,4080,4165,1520856,6363802960,2.84
9120,9500,9010,9010,561175,5196234230,-1.21
1340,1435,1320,1400,514966,716191555,4.09
3170,3175,3125,3155,152883,482163435,0.32
13850,14150,13650,13800,39241,545010400,1.1
4680,4935,4635,4700,364089,1734753370,1.08
1840,1845,1820,1835,92806,169619685,0.0
1945,1950,1905,1925,53722,103206695,-0.77
1065,1075,1055,1075,73675,78552705,0.94
6950,7000,6760,6760,469452,3224498760,-1.89
2605,2610,2575,2600,40935,106146915,0.78
2720,2750,2710,2750,14932,40755710,0.18
3660,3735,3610,3700,166085,610710450,2.07
2980,3060,2980,3025,11599,34901345,1.68
14350,14450,14150,14200,16352,233512150,-0.7
1610,1615,1585,1590,42206,67631595,0.0
1775,1945,1625,1715,1159079,2087625135,-2.28
9160,9230,8990,9130,21419,194848380,0.0
4135,4135,4065,4075,15204,62254455,-1.57
29000,29000,28100,28750,164137,4690513950,0.17
26250,26250,25500,26000,118744,3065565350,0.0
30400,30550,29900,30050,24969,750594100,-0.66
2175,2185,2140,2150,76601,164964695,-0.46
7910,7950,7750,7950,111310,873001760,1.79
3630,3640,3555,3605,186384,670357545,-0.41
9430,9440,9380,9430,8387,78910140,0.11
18150,18500,18050,18100,95958,1747757500,0.56
4025,4185,3985,4100,1555948,6382062835,1.99
13400,13400,12750,12950,65272,846124550,-3.0
5030,5030,4940,4990,11943,59292165,-0.6
984,1030,967,967,1600130,1583907008,-1.73
20450,20450,19900,20100,52094,1048120300,-1.71
1790,1840,1745,1750,2342313,4200606895,-2.23
5190,5290,5100,5190,15490,79821000,0.0
3315,3440,3250,3315,496069,1661540610,-0.3
5260,5320,5180,5270,1092517,5730282180,0.19
3595,3795,3465,3705,4975607,18225777490,4.22
17350,17400,17050,17400,164566,2841717500,1.16
14800,15100,14700,14950,25561,382079150,1.7
2315,2315,2250,2275,179797,409367780,-1.09
6430,6450,6340,6380,59396,379362800,-0.16
12900,13300,12850,12850,59470,775743700,-1.53
9260,9450,9110,9240,147937,1372695010,0.33
11100,11300,11000,11300,15005,167646600,2.26
35850,35900,34500,35200,434256,15233676550,-0.56
10200,10200,9870,10050,215443,2152195830,-0.5
13150,13150,12850,13050,39642,513351850,0.38
11850,12450,11550,11900,111528,1344887550,0.42
868,874,859,867,169350,146623986,0.23
17800,18000,17400,17800,211412,3737752300,0.85
706,789,693,711,14427100,10691245333,2.01
12700,12700,12450,12600,19320,242670650,1.61
2570,2635,2540,2630,112241,292748355,2.33
1260,1270,1240,1260,41298,51636105,0.4
3465,3550,3460,3500,25815,89770085,1.16
7230,7460,7150,7370,17480,127747690,1.94
3495,3545,3470,3480,72910,255185380,0.58
1065,1110,1055,1060,918475,989432595,-0.93
400,477,352,421,2195499,887020588,2.68
6500,6540,6410,6450,77030,497688190,-0.77
1745,1825,1740,1755,1410777,2510555985,2.33
3500,4285,3455,3630,8072503,31941680665,5.52
5070,5170,5060,5110,65079,332557390,0.99
11400,11450,11150,11300,186538,2104848000,0.89
3790,3800,3740,3745,22635,85101970,-0.4
3990,4000,3920,3930,48994,193112070,-1.26
7760,7860,7680,7760,88695,690107690,0.13
9220,9260,9050,9190,235950,2159692250,0.33
12250,12350,12050,12150,6768,82159600,-0.82
1325,1325,1255,1275,338813,434138495,-2.3
5280,5280,5130,5140,40098,207316770,-1.53
14900,15000,14550,14750,14543,214347250,-0.67
16400,16500,16250,16400,2984,48758500,-0.3
2390,2395,2360,2385,22582,53668895,0.0
35700,36300,34650,35200,390596,13856660150,3.38
1840,1940,1835,1885,59840,111929050,2.72
3550,3590,3510,3535,42967,151753150,0.57
2010,2015,2010,2015,10132,20373340,0.25
0,0,0,2070,0,0,0.0
2025,2035,2025,2025,12913,26153140,0.0
3335,3350,3220,3240,76909,251230845,-2.56
27350,27550,26250,26300,592570,15835342100,-4.01
16950,17150,16650,17000,99906,1688805300,1.49
3700,3720,3675,3715,85041,314048260,0.0
4800,4825,4685,4725,482586,2286204485,-1.46
2140,2145,2120,2135,4415,9375030,-0.23
2040,2040,2030,2040,2630,5351040,0.0
2005,2020,2005,2015,485,976585,0.5
2040,2050,2030,2040,23397,47610705,0.25
24850,25150,24150,25000,129160,3198352450,1.83
0,0,0,1730,0,0,0.0
24500,24500,23500,23550,42482,1010768400,-3.09
6290,6380,6170,6200,196556,1227975020,-0.96
2850,2930,2825,2905,14036,40423640,2.83
43300,43350,42350,42350,37760,1613532900,-0.94
1500,1655,1485,1620,3706280,5958909785,9.09
3630,3665,3600,3605,302221,1098416585,-0.41
6120,6120,6040,6120,25011,152449630,0.99
5740,5790,5700,5740,46538,266986680,0.35
13150,13150,12700,12750,33265,428197100,-3.04
10950,10950,10350,10500,266191,2824644600,-4.11
13800,13800,13450,13450,4955,67328250,-2.54
0,0,0,1180,0,0,0.0
33550,33550,32550,33150,40751,1341976900,-0.15
1325,1340,1295,1310,28915,38020930,-0.76
8500,8890,8500,8530,3101,26906570,-0.12
23050,23200,22300,22350,47234,1061581250,-2.83
32450,32500,30500,30800,370817,11572745100,-4.79
3800,3870,3770,3850,33589,128502175,2.67
5030,5050,4965,5020,14160,70934570,0.0
2600,2615,2565,2585,62676,161410200,-0.19
12250,12300,11950,12000,181189,2183667550,-1.23
5680,5690,5480,5600,446811,2477686610,-0.36
2600,2600,2520,2525,258008,659759575,-1.75
1900,1935,1860,1910,84960,161670185,0.53
5080,5080,5020,5050,19595,98806760,0.4
1690,2130,1690,1985,17052530,33594265770,18.15
12000,12300,10600,10600,2525010,29094659700,-4.93
5690,5690,5620,5650,9558,53942680,0.0
6030,6030,5930,5970,26650,159594930,0.51
9210,9210,8930,8930,72020,651088110,-1.43
178,183,174,179,5266488,944799024,1.7
3620,3695,3595,3615,115255,419409765,0.42
26800,27150,26450,26900,40744,1095160250,0.37
22700,22750,22100,22500,35843,805306750,0.22
4160,4190,4015,4175,531565,2191662435,2.08
3595,3615,3560,3600,14243,51060935,0.14
4155,4195,4125,4170,15457,64229390,0.36
6130,6240,5520,5950,737857,4288153790,-3.09
3240,3255,3170,3190,186865,598232640,-0.62
23000,23150,22850,23000,30390,698744500,0.0
69500,70300,69000,69300,71142,4958526900,0.73
16050,16700,15900,16300,199597,3254231200,1.24
7530,7570,7440,7510,62909,472251250,-0.27
0,0,0,2705,0,0,0.0
4190,4190,4080,4115,47833,196506000,-0.6
21500,21500,21000,21450,19981,425079600,-0.23
11250,11550,11000,11100,92899,1045764250,0.0
2890,2905,2860,2880,94092,271139845,0.35
0,0,0,3100,0,0,0.0
16200,16500,16200,16300,8389,136539650,-0.31
157,159,154,155,3519284,547535731,-0.64
6010,6010,5790,5850,8967,52701800,-1.68
4100,4200,4030,4120,242296,996049285,0.98
655,666,645,661,1154271,754041949,0.76
20400,20450,20000,20200,56023,1129722050,-0.25
4365,4395,4350,4390,10216,44582345,0.92
1570,1575,1560,1575,22467,35250955,1.29
9560,9650,9460,9480,78890,752069700,-0.32
1820,1830,1800,1815,48298,87804940,0.0
8760,8890,8660,8730,170214,1488042820,-0.11
2275,2380,2210,2210,2669626,6100072005,-3.28
1750,1770,1740,1755,18905,33092665,0.29
18100,18100,17850,18000,1577,28305400,0.28
6680,6820,6620,6820,16104,109022640,2.1
1155,1155,1125,1140,749903,855017045,-0.44
14700,14700,14200,14250,29834,427257700,-1.72
31300,31300,29900,30100,509979,15414619850,-3.22
29300,29350,28900,29000,16338,474070050,-1.02
1415,1490,1415,1475,281965,410854800,4.24
9750,9750,9520,9580,26697,255440510,-0.83
15800,16000,15300,15900,64347,1012102050,1.92
67700,67900,66300,66700,34997,2335629600,-1.19
0,0,0,5850,0,0,0.0
8160,8220,8040,8200,140530,1145317490,1.74
6020,6430,6010,6340,29411,183698660,1.12
22750,23100,22600,23100,7523,171966450,1.76
10750,10800,10550,10650,22293,237016450,-1.39
5790,5800,5670,5740,125297,717517780,-0.86
12850,13100,12600,13050,24879,319904500,1.56
3420,3455,3350,3385,105475,360321445,0.0
1600,1630,1600,1615,69847,112738335,0.94
1435,1465,1375,1390,755763,1059479765,-2.11
2910,3035,2905,3015,83675,249643855,3.97
13350,13450,13100,13100,180166,2392605900,0.38
5150,5250,5020,5070,129355,657076130,-1.36
5220,5220,5150,5170,14353,74250490,-0.58
1955,2010,1900,1990,226109,441349235,1.27
1405,1450,1370,1380,11691998,16431112995,-2.47
5060,5110,4905,4985,48954,244248550,-0.7
18650,18750,18250,18350,156229,2887846600,-0.54
801,803,790,791,83697,66682664,-1.25
563,570,562,566,193834,109389797,0.53
8250,8320,8150,8160,55414,456294840,-0.97
3420,3540,3390,3410,18072,62112120,0.59
2270,2290,2260,2265,51529,117092295,-0.88
7190,7250,7150,7250,6344,45538890,1.12
1475,1480,1375,1410,113591,161917355,-3.75
5400,5460,5360,5460,9623,52138870,1.11
14750,18000,14600,16900,3683810,62706394150,15.36
1740,1750,1695,1735,192323,331219350,0.58
7940,7970,7890,7950,22815,180910680,0.38
20950,21100,20800,20950,40908,857749850,0.72
6190,6280,6120,6180,40557,250515400,0.0
9770,9890,9670,9680,7140,69640300,-0.82
4800,4915,4755,4790,19274,92453410,-0.21
